"Classe";"Texto"
"Pros";"Excelente desempenho, consumo bom principalmente no alcool. otimas retomadas e boa estabilidade. Seu estilo e bonito. Sua depreciacao apos retirada da concessionaria e menor do que os concorrente. Otimo valor de revenda"
"Pros";"conforto, economico e de bom de digirir."
"Pros";"Este já é meu segundo gol g5 o primeiro vendi com 60K num deu nenhum problema este o qual eu estou votando esta com 30K só troquei oleo e coloquei etanol ele ainda não viu gasolina nada de barulho pneus desgastando uniformemente estabilidade ótima bateu 180km na rodovia tão seguro quanto o golf do meu primo acustica perfeita para quem gosta de som direção hidraulica que não faz o carro morrer quando se esta manobrando coisa que acontece nos fiats ao se exterssar todo o volante arrancada incomparavel aos carros 1.0 4 portas de série e vc não perde dinheiro na revenda"
"Pros";"É muito menos ruidoso internamente que os G2, G3, G4. Acabamento interno muito bom."
"Pros";"muit"
"Pros";"Desempenho, Design, Bom espaço interno, ar-condicionado, Painel de instrumenntos..."
"Pros";"Essa versão do gol pode ter apresentado vários problemas e alguns inconvenientes mas necessários recalls, mas em uma coisa o carro é imbativel - estabilidade, principalmente para manobras imediatas emergenciais: já passei por duas situações críticas envolvendo situações adversas que necessitaram de manobra de desvio rápida em valocidades consideraveis, o veículo respondeu prontamente e não desestabilizou na pista, mantendo o motorista no controle."
"Pros";"Acabamento em comparação com a concorrência Retomada Preço Relação peso / potência boa. Desempenho na estrada bom só perde para o Peugeot."
"Pros";"Grande ponto positivo é o design. Além disso a VW disponibiliza uma grande quantidade de acessórios individualizados não precisa comprar o pacote. A facilidade e o preço para revenda são excelentes."
"Pros";"tud"
"Pros";"lind"
"Pros";"é um carro muito mais moderno e com melhor motor do que seus concorrentes"
"Pros";"Potência dele é boa, ar gela mto, comandos eletricos ótimos. ótima estabilidade."
"Pros";"Carro basico de preço popular."
"Pros";"Carro de parencia bonita, moderno com um belo designer"
"Pros";"Estética e baixo consumo, na estrada com gasolina de 17 a 20 km\l"
"Pros";"nenhum"
"Pros";"ele e show de bola silencio, bonito, charmoso, chama a ateñçao de todos por onde passa...."
"Pros";"design"
"Pros";"As linhas externas ficaram muito bonitas."
"Pros";"Carro rápido e ágil, facil de guiar e estável."
"Pros";"Design, posição de dirigir, opcionais."
"Pros";"Excelente carro, muito estavel, economico, espetaculo!!!!"
"Pros";"O G5 é lindo, painel, faróis iluminam perfeitamente a longa distância na estrada, baixo consumo de combustível relacionado a outros da categoria, sem nenhum barulho interno, boa resposta nas passagens de marchas, ótima dirigibilidade, direção e freios muito precisos, ar condicionado gela muito bem, desembaçadores muito úteis,chave canivete PERFEITA! controle de vidros e trava de portas muito eficientes."
"Pros";"nenhum"
"Pros";"É um carro bonito e com um exelente design se comparado com os demais populares, além de ser facil de arrumar, com poucas coisas o carro fica mais esportivo."
"Pros";"estetica perfeita, bom desempenho em relação a outros carros..."
"Pros";"Estética excelente, motor forte para 1.0, economia muito bom tanto alcool quanto gasolina, na estrada faz 15 Km/L na média de 110, 120 Km/h. Estabilidade para carro 1.0 muito superior a média. Suspensão boa mesmo sendo mais dura que o normal se comparado a um chevrolet."
"Pros";"um carro bonito, interior muito bem feito, valor de revenda boa, chave canivete muito chique!!!"
"Pros";"É muito bonito, ágil, se sente prazer em dirigir, motor forte por ser 1.0, além de ter um excelente câmbio, muito melhor que outras marcas que já testei."
"Pros";"Aparencia externa, muito bonita."
"Pros";"Estetica, pouca depreciação, acessorios oferecidos."
"Pros";"painel ,acabamento ,economia ,porta malas,espaço interno ,preço manutenção ,cambio,bancos,rede autorizada,design,estabilidade,prazer ao dirigir,motor,em chuva quando os vidros estão abertos não entra água abro até 8 cm e não entra água os retrovisores tambem dificilmente molham ,ar condicionado gela demais o sulficiente pra refrescar 5 adultos dentro do carros no transito e em dia de calor....tinha palio e não quero ter mais..."
"Pros";"Design,suspensão,motor,cambio,acabamento,posto de comando, rede vw"
"Pros";"Estabilidade, economia, aceleração, conforto comparado com modelos anteriores."
"Pros";"Bom desempenho para um carro 1.0. Estilo"
"Pros";"suspensão desse carro é nota 9, sinto pouca trepidação a parte interna tb é muito bonita, tecido e plasticos harmoniosos."
"Pros";"Consumo baixo, boa estética, gostei do painel."
"Pros";"Somente a aparência"
"Pros";"bonitinh"
"Pros";"Carro bonito e só!"
"Pros";"Lindo carro!! a VW mudou totalmente o gol, gostei da posição de dirigir e da aceleração do carro."
"Pros";"APARENCIA EXTERNA MOTOR CONSUMO PORTA MALAS PAINEL MUITO COMERCIAL PARA VENDA"
"Pros";"bonitim"
"Pros";"Belo motor, power 1.6, fiz uma viagem de 9 mil/km foi muito bom, o consumo me surpreendeu. Freio é ABS sem comentários, bom espaço interior e porta malas também."
"Pros";"Carro bonito, nao faz feio no visual perto de outros."
"Pros";"Design, acabamento, potencia e retomada do motor 1.6, facilidade de comercialização, ar condicionado cumpre sua função, cambio macio."
"Pros";"Visual esportivo, revenda, dirigibilidade, onde destaco o excelente motor, o carro responde mesmo quando exigido... E com respeito ao gasto de combustível, a versão 1.6 é bem econômica, chego a fazer 11,3 km/L no etanol."
"Pros";"O motor é sensacional, rende muito, retomada violenta, dá pau em carrão, aceleração fantástica. O consumo também é excelente, 11km/l de alcool com ar ligado na estrada entre 120km/h e carro pesado. A posição de dirigir é boa, viajei 1800km direto sem parar. A direção é bem macia e responde bem qdo solicitada. O espaço interno não é nada demais. A beleza também é um ponto forte, quando comprei era lançamento e todos ficavam admirando. Seguro barato. Os faróis também iluminam bem. O sistema de refrigeração do motor também é muito bom, o carro atinge rapidamente a temperatura ideal e dalí não sai mais, parece até que o termômetro não funciona."
"Pros";"bonitinh"
"Pros";"nenhum"
"Pros";"Bonito, de boa estética!"
"Pros";"O visual do carro, melhorou muito em relação às versões anteriores. O carro é muito econômico, faz mais de 10 Km/l de álcool na estrada. Corrigiram a posição do passageiro do banco de trás, nas versões anteriores ele não tinha como ficar ereto no banco traseiro se tivesse mais de 1,70."
"Pros";"Conjunto cambio x motor é muito bom: com excelente engate,o cambio é muito preciso. já o motor é muito elástico: na cidade pelo bom torque em baixas rotaçõe, e na estrada pela boa aceleração e baixo ruido em alta velocidade.consumo muito bom pelo menos o meu carro faz 8.7km/litro com alcool andando apenas na cidadesempre faço a medição e o valor é uma média, muda conforme uso o carro, mas em geral troco as machas quando atingem 2500 rpm e uso o ar condicionado uns 20 do tempoSuspensão dianteira absorve bem Otimo espaço interno se comparado com categoria de popularmuito superior aos antigos gols já tive 3"
"Pros";"aparenc"
"Pros";"Somente a aparência."
"Pros";"Carro de uma ótima aparência, leve, painel moderno e com alguns detalhes que chama a atenção. De todos os GOL que tive, esse me surpreendeu."
"Pros";"bonit"
"Pros";"belez"
"Pros";"apenas o visual"
"Pros";"Estilo, carro muito bonito, impressiona pela beleza, confortável, ótimo acabamento interno, painel de instrumentos completo e com iluminação bem interessante."
"Pros";"Motor e Câmbio são pontos fortes."
"Pros";"é um carro que tem o visual muito agradável. é bastante estável nas curvas em qualquer velocidade. o seguro foi compatível com os demais carros populares tenho 3... é só..."
"Pros";"bonit"
"Pros";"bonito, potente, espaçoso para o motorista e passageiros"
"Pros";"Econômico na gasolina. Os retrovisores apresentam uma boa visibilidade."
"Pros";"design"
"Pros";"MUITO BONITO, COM UM BOM CUSTO BENEFICIO, TEM UM BOM ACABAMENTO"
"Pros";"Consumo: o meu gol faz 17km/l e isso porque ando rápido, se pegasse mais leve no acelerador acho que consigo fazer uns 19km/l. Com ar condicionado ele faz 15km/l. O meu está com 60.000km e fiz revisão trocando velas, pastilhas de freio, filtros óleo, combustivel, ar, correias alternador, dentada e do ar, troquei os fluidos e limpeza de bico, gastei no total R$ 500,00. Em breve terei que trocar apenas os pneus ainda rodam uns 20.000km. O carro é bonito, o cambio é excelente, encaixa perfeitamente. O motor mesmo sendo 1.0 faz bonito, já viajei com ele para vários lugares com o ar ligado e chegou com tranquilidade e velocidades como 150km/h para ultrapassagens."
"Pros";"Desempenho e ajuste mecânico."
"Pros";"carro bonito"
"Pros";"Aparência, Bonito, bancos traseiros altos, porta malas grande para um popular, Luz de LED traseira ilumina bastante."
"Pros";"Bom motor para ser 1.0 e com bom consumo. O que gosto mesmo dele é sentir que ele é macho! Pau para toda obra!"
"Pros";"Bonito, retomada boa por ser 1.0, boa estabilidade!"
"Pros";"moderno, interior bonito bm acabamento, cambio com engates perfeitos"
"Pros";"motor possante, confortavel, espaçoso, preenche minha necessidade, muitissimo economico"
"Pros";"Ótimo Design! Comprei usado mas tinha 21.000km rodados!"
"Pros";"Um carro bonito, confortável e com boa dirigibilidade."
"Pros";"Acabamento externo tem até estilo e não mais."
"Pros";"Veiculo muito atraente em vista aos outros modelos da categoria."
"Pros";"Motor 1.6 muito forte, espaço interno muito bom, a direção hidraulica muito macia."
"Pros";"Conjunto incrivel motor cambio e freios, rodei 60,000 km em um ano e 4 meses, e agora ta melhor q nunca, estou fazemdo 14km/l na cit e 17 no asfalto, na gasolina.Direção hidraulica ótima, ar cond ótimo, motor ótimo. Só troquei pneus e freios. desgaste normal."
"Pros";"Finalmente a Volks melhorou o Design de todas as gerações do Gol. Ficou muito bonito por dentro e por fora. Otimo espaço interno, painel de instrumento bem sofisticados tanto nas versoes standard e trend. O Gol G5 é um dos mais bonitos entre os populares."
"Pros";"Carro muito forte. O motor sobe o giro rápido mesmo com o carro carregado"
"Pros";"acho que e um belo carro robusto mais bonito que as versoes anteriores"
"Pros";"Boa estabilidade, Conforto,"
"Pros";"O consumo é ótimo, chego a fazer 770km com um tanque e aí acende a luz da reserva. Conforto bom para um carro deste preço e o câmbio é excepcional."
"Pros";"Gostoso de dirigir, carro potente para 1.0, design mais bonito e moderno da categoria. Ar-condicionado bom, direção hidráulica muito boa. Câmbio leve e preciso. Manutenção barata."
"Pros";"espaço interno, confortável para carro popular, design bonito, econômico chego a rodar 750 km com um tanque de gasolina."
"Pros";"Desenho do carro, conforto,"
"Pros";"espaço interno, desempenho, design"
"Pros";"Carro mais econômico que já tive, consegui fazer 15,0 km/l de gasolina andando quase sempre a 140 km/h. O motor é muito bom, anda muito bem para um 1.6. Suspensão também muito robusta ótima p estradas de chão. É um carro forte sem sombra de dúvida."
"Pros";"Muito bom pra dirigir, é bonito e estiloso anda bem consome pouco é muito facil de vender e tb manutenção barata, o ar e cambio muito macio.Obs.: DICAS PARA O SEU G5 - A respeito do consumo de combustivel do carro o ideal é abastecer enchendo o tanque com isso o consumo melhorar muito."
"Pros";"cambio, visual o carro e muito bonito"
"Pros";"econom"
"Pros";"comprei meu gol g5 usado, a um ano e meio atras, tem um consumo excelente a gasolina faz 14 km na cidade, e 10km a alcool ando em media 50km por dia ,meu carro esta com 42.000 km e troquei a pastilhas de freio que saiu 50,00 no para 30,00 m.o"
"Pros";"nenhum"
"Pros";"Anda bem, rodas aro 15 de serie, boa valorização, cambio preciso como todos da linha volks atuais, apesar de ouvir bastante reclamaçoes sobre a posiçao de dirigir, ela é boa, tem regulagem tanto no banco como no voltande de altura e profundidade que facilita bastante. Direção firme legal de dirigir."
"Pros";"bonitinh"
"Pros";"é um carro bonito e o câmbio é muito macio"
"Pros";"Excelente design, baixa manutenção."
"Pros";"Um carro bom, econômico, ágil, bonito e tudo mais, 1.6 que responde bem nas arrancadas, retomadas e na hora de ultrapassar um veículo, o sistema de frios ABS é eficiente, o que eu adquiri vem com AIR BAGs, rodas de liga leve 15 originais, computador de bordo que tem todas as informações necessárias, nas curvas ela mostra estabilidade, e o consumo dela é boa, fazendo de 12 a 14 km/l, com o ar condicionado em funcionamento, não perde força ainda com o ar ligado, e tem um bom torque."
"Pros";"OTIMO CARRO, PEGUEI TEM 2 DIAS, MAS JÁ TIVE UM 2010, ESSE GOL I-TREND É 2011-2012 O CARRO É FOD!!! COMPLETAÇO RODA ARO 15 O MAIS LINDO DA MINHA CIDADE!!!"
"Pros";"Consumo baixo, motor valente para um 1.0, câmbio excelente, extremamente preciso como todos da linha volks atual, boa estabilidade, volante tem resposta rápida, divertido de dirigir."
"Pros";"Ótima aparência! ótimo desempenho para um carro 1.6, acreditem! anda muito mesmo! mais do que muitos carros 1.8 e 2.0. Creio que seja um dos 1.6 nacional que mais anda! consumo foi ótimo!"
"Pros";"É um caro bonito, tem boa estabilidade nas curvas, é econômico, chegando a fazer até nove km com um litro de álcool na cidade, tem bom desempenho na categoria mil, apesar da arrancada ser inferior ao Palio da mesma categoria."
"Pros";"responde bem ao que se propõe. Bom custo benefício"
"Pros";"beleza, conforto"
"Pros";"Consumo baixo, potência pois apesar de ser 1.0 nas viagens ele anda muito bem, dá pra viajar tranqüilo"
"Pros";"suspensão e estabilidade boa, estilo muito bonito,"
"Pros";"Um bom Carro, recomendo a todos, no meu caso a versão 1.6 power."
"Pros";"OLHA NÃO TENHO NADA A RECLAMAR DO GOL G5... EU COMPREI UM G4 ZERO KM EM 2005/2006 ACHEI ÓTIMO TAMBEM TRABALHEI COM ELE DANDO AULA EM AUTO ESCOLA E ELE DUROU EM MINHA MÃO ATÉ DEZEMBRO DE 2010 ENTÃO PASSEI COM ELE 5 ANOS E TAMBEM NÃO TENHO NADA A RECLEMAR VENDI E O OUTRO DONO ESTA ACHANDO UMA MARAVILHA... COMPREI O GOL G5 TREND 1.0 AGORA ACHEI UM CARRO MACIO, CONFORTÁVEL,BONITO E ANDA BEM PRA SER UM CARRO 1000. AGORA TEM DONOS DE CARRO QUE NÃO CUIDA DO CARRO E QUER QUE ELE FICA EM ÓTIMA CONDIÇÕES PRO CARRO SER CONSERVADO DEPENDE DO DONO. CARRO NÃO É SÓ COLOCAR GASOLINA TENQ FAZER MANUTENÇÃO TAMBEM"
"Pros";"bonit"
"Pros";"Não vejo o porquê de tanta reclamação. É um carro muito bom, bonito e eficiente. Quem reclama é porque não tem o mínimo de cuidado com seu próprio carro. Já fiz a primeira revisão e o carro não apresenta um único ruído."
"Pros";"bonito mas ordinario"
"Pros";"Tudo de bom"
"Pros";"consumo 11,5 no alcool rodovia."
"Pros";"Bonito, Estiloso"
"Pros";"Muito bom pra dirigir, anda bem cosome pouco é facil de vender e tb manutenção barata"
"Pros";"tud"
"Pros";"beleza e conforto consumo"
"Pros";"TODOS - NA VERDADE O CARRO É PRA QUEM SABE DIRIGIR."
"Pros";"consumo excelente para 1.6 cidade 13km, bom torque"
"Pros";"lataria excelente"
"Pros";"É um carro de aparência muito boa"
"Pros";"consumo muito bom na cidade com gasolina faz 10 km/l e andamos com o ar ligado o dia inteiro na estrada 13 km/l com o carro lotado de malas e cinco pessoas força do motor,estabilidade,"
"Pros";"nenhum"
"Pros";"Suspensão/Cambio, disparado o melhor da categoria, engates macios e precisos, por ser 1.0 anda muito bem, ja passei raiva em muito 1.6, consumo faz bonito 14Km/L na gasolina 9Km/l no alcool."
"Pros";"belez"
"Pros";"consumo tem me agradado muito, mesmo com grande utilização do ar condicionado. Já rodei 25.000 Km e até agora nenhum defeito foi apresentado. Revisões em dia e com custo aceitável. Nenhum barulho ou desconforto na direção. Motor 1.6 tem mostrado potência na arrancada e responde bem na cidade. Na estrada fiz 15 Km/litro com etanol, porta-malas cheio e três passageiros."
"Pros";"estilo agradável"
"Pros";"Zero de manutenção até agora 27.000 km, a/c funciona muito bem, consumo gas cidade 12, gas estrada média 100km/h 18km por litro, barulhos e ruidos eu mesmo fiz alguns ajustes, vai fazer 2 anos só gastei com a revisão e gasolina. É muito importante saber conduzir o automóvel, lembre ele não é jipe, é necessario alguns cuidados!!!"
"Pros";"design"
"Pros";"Consumo, estabilidade, desempenho."
"Pros";"nenhum"
"Pros";"CARRO COM BOM DESIGN EXTERNO, BONITO ACABAMENTO INTERNO COM DETALHES CROMADOS VERSAO TREND BOA ESTABILIDADE."
"Pros";"Visual externo muito bonito, Banco no modelo Power 1.6 bem esportivos, cambio com bom engate."
"Pros";"Ele é muito bonito, dificil alguém não gostar. Pra deixa-lo com a aparência mais arrojada não é dificil, e anda muito mas muito bem mesmo ótimo na estrada, confortavel boa estabilidade e se não correr muito ele é bem econômico."
"Pros";"bonit"
"Pros";"Ótimo desempenho e consumo. Com a roda original da Volkswagen, do gol power 2011, e banco de couro fica muito lindo! Além de ser um carro muito comercial."
"Pros";"Design externo."
"Pros";"SÓ O DESIGN DO CARRO!! MUITO BONITO, ENGANA BEM"
"Pros";"A primeira vista é um carro espetacular, design moderno, painel bonito, estofamento dos bancos também são bonitos, retomadas de velocidade suspensão."
"Pros";"Carro bonito, cambio"
"Pros";"Bonito de lataria."
"Pros";"SOMENTE A APARENCIA"
"Pros";"Pelo fato do carro ser novo, nao possui vicios de carros antigos. Carro com bom encaixe para dirigir, boa estabilidade, otimo sistema de freios, confortavel na sua simplicidade, Ate o momento, nenhum ruido no motor, caixa ou suspensao, otima apresentação, farol satisfatorio, consumo bem dentro dos padroes de um veiculo 1.0"
"Pros";"bom pra estacionar, motor potente, boa aceleração, bons acessórios."
"Pros";"Carro bonito, prazer ao dirigir, painel legal.."
"Pros";"Carro confortável, com bom desempenho e muito resistente. O meu está inteiro apesar de seus 10 anos de idade. Apresentou alguns defeitos por ter sido mal cuidado pelo antigo dono, mas mesmo assim é um carro valente e que tem um consumo aceitável. Motor Fire é mais potente mas possui manutenção mais cara."
"Pros";"Bom Desempenho, motor com respostas rápidas. O acabamento do carro é muito bem feito, e o estilo do carro é bem bonito também, e é um carro que se cuidar bem não há desvalorização, além de ter um custo x benefício sensacional."
"Pros";"MANUTENÇÃO, CONFORTO"
"Pros";"O carro é bem valente faço uso diário já fiz também algumas viagens longas e jamais fiquei na mão. O desenpenho é incrível, se iguala a 2.0. Roda 9km na cidade e 13 na estrada."
"Pros";"Excelente arrancada, consumo de 1.0, estável nas curvas e confortável tanto na estrada quanto na cidade"
"Pros";"Posição ao dirigir, faróis, opcionais, acustica, acabamento interno e externo"
"Pros";"Excelente no cosumo 11km/l na cidade, 14km/l na média e com velocidades até 100 km faz 16km/l sempre com Ar ligado, Confortável, Motor inteligente com torque bastante razóavel, moro em Salvador subo ladeiras e nunca desligo Ar, o sistema de desligamento automático deste equipamento distribui a enérgia na medida certa, a embreagem hidráulica promove a longevidade do kit, a suspensão é satisfatória para tamanho do carro, a velocidades até 160 km/h e percebida boa establidade, os itens da série ELX como Bancos, retrovisores convexos e demais insrumentos são um diferencial de estilo e conforto."
"Pros";"Posição de dirigir volante aponta para cima, favorecendo pessoas mais altas, bancos confortáveis, design bonito, motor fire é o melhor 1.0 do mercado e manutenção em conta."
"Pros";"câmbio macio, ar condicionado excelente sem barulho e climatiza rápido, posição de dirigir confortável, visibilidade, computador de bordo,acabamento interno muito bom para um carro do segmento,"
"Pros";"carro muito macio bom de dirigir com boa retomada na aceleraçao"
"Pros";"Carro de facil revenda, facil de estacionar, ligeirinho depois que desenvolve"
"Pros";"Pequeno, Prático, Forte o suficiente para viagens"
"Pros";"A versao HLX é caprichada de ponta a ponta."
"Pros";"Carro confortável e não deixa na mão"
"Pros";"O motor muito bom, ainda sendo o carro basico tem mais acessório do que os outros carro"
"Pros";"Bom consumo na estrada, 14km litro na gasolina com o ar ligado. O estepe está virado pra cima, então não preciso removê-lo para calibrá-lo."
"Pros";"Porta Luvas, Ah ele nunca te larga na mão...."
"Pros";"a aparencia apesar da idade ainda mostra imponencia,nem parece que é modelo popular.o conjunto otico sempre chamou a atenção.a suspensão trabalha com muita maciez.não é dura como a do gol.mesmo sendo basico tem uns mimos que sempre agradam como o follow me home,o limpador traseiro que é acinado sozinho ao dar ré se o dianteiro estiver ligado e outros pontos que fazem dele um carro agradavel,tanto na posição de dirigir que é um dos maiores pontos fortes que a fiat tem.alem dela sempre estar na vanguarda e lançar muitas novidades que depois vem a ser copiadas pelos concorrentes."
"Pros";"-Acabamento interno-Capricho nos minimos detalhes-Um puro esportivo, mesmo na verão quatro portas-Mulherada olha mesmo e fica loca para dar uma volta-O motor responde bem e o consumo não é absurdo para um carro 1.8"
"Pros";"Carro forte, guarreiro mesmo, como qualquer veículo fazendo a manutençaõ anda firme.ConfortoDirigibilidade muito boaPortas fecham sem fazer barulho"
"Pros";"É um carro confortável por se popular, manutenção muito baixa, otimo em retomadas, 1ª e 2ª marchas bastante forte por ser carro de 1000 cilindradas somente."
"Pros";"Excelente carro, estou com 1500 km rodados e estou fazendo média 11,62 km/l no alcool na cidade, andando no economy excelente para quem anda bastante na cidade, e não tem pressa."
"Pros";"não tenho manutenção com este carro, ele não me dá dor de cabeça. Anda bem, é estiloso e bonito"
"Pros";"carro macio, silencioso, confortavel, muito estavel na estradanao balanca quando cruza com veiculofarol nota mil, muito bem acabado por dentro."
"Pros";"Retomada, aceleração, estabilidade, consumo"
"Pros";"Bonito, tem um pouco de conforto."
"Pros";"o carrinho já alinhou de 150 km/hna arrancada é um animal so não é melhor porque é 1.0 se tivesse mais potencia deixaria muito carrão na pueira o ronco do motor é forte pra quem gosta é muito bom porque voce sente melhor o carroo espaço é superior ao do gol,corsa e do celta não tem como não se apaixonar pelo carro seu design tambem chama a atenção de muitos na rua"
"Pros";"ESTOU PENSANDO...SEMPRE TIVE fORD E WV. E OUTRO NIVEL"
"Pros";"Acho que é o melhor 1.0 do Brasil, o motor é fraco de subida por ser mil porém internamente é demais, já botei 6 pessoas magras e deu certo, bom para estacionar, estiloso, não quebra, é só cuidar, faço manutenções, sou único dono, peguei com 600km de uso do meu irmão que desistiu, a bateria e pneu é original ainda, tá com 50000 km, enfim, pra quem precisa comprar um carro 1.0 vale a pena"
"Pros";"É um carro estável, econômico, seguro, a suspensão segura bem o carro nas curvas, o barulho do motor é esportivo na cidade, itens de série vao alem do normal pra categoria, acabamentos acima do normal tambem, bom espaço interno"
"Pros";"Confortavel, economico, bonito, exige pouca manutenção."
"Pros";"É um carro moderno e bonito tanto por fora como por dentro, muito gostoso de dirigir e econômico, em uma viagem que fiz à São Paulo gastei R 190,00 de álcool em 1955 Km rodados."
"Pros";"O motor acho muito bom e resistente. Meu carro está com 139.000 km e praticamente não tive problema de nada tudo que troquei foi preventivamente. Tem um bom torque para um carrinho de 67 cv."
"Pros";"Carro bom em Tudo..."
"Pros";"Conforto, posição de dirigir, nível de ruídos, baixa manutenção. Encosto de cabeça trazeiro permite mais conforto para os passageiros nas viagens."
"Pros";"carro pequeno acho bonito"
"Pros";"meu carro é 10. Arranca no morro com 4 pessoas!!"
"Pros";"O carro e´muito bonito esteticamento tanto fora como dentro, ha´muitos rodando por ai´e, com isso o fato de ter feito a aquisiçao acertada no ponto de vista pessoal, antes da aquisiçao por dias andei atras de um compacto e sem duvida optei pela escolha do palio, o carro e´muito esperto no transito urbano,em termos de consumo nao fiz a aferiçao exata tentei fazer mas com o motor ainda amarrado fica dificil,p/ quem dirige a noite o ponto forte e´o farol, sai´do astra o farol e´uma pisada de bola muito ruim p/ quem dirige a noite um fiasco chechelento nao vale a pena mas, voltemos ao palio que nao canso de adimira-lo todos os dias carro maravilhoso so pontos positivos mesmo cabe em qualquer lugar muito facil dirigi-lo pois no dia a dia andava com uma fiorino, o astra dava ate medo bebum que so ele o carro filho da mae vendi ele c/ 20.000km parece que me saiu uma tonelada das costas ,nao adianta carro possante2.0 p/ sair por ai se com/1.0 faz a mesma coisa e, melhor c/ economia!!!!"
"Pros";"Design interno e externo de qualidade, baixa manutenção, confortável, ar condicionado funciona bem e seguro com valor baixo."
"Pros";"Preço;Poder de revenda;Manutenção barata;Revisado não dá oficina."
"Pros";"Motor muito bom...carro anda bem"
"Pros";"Belo design, economico, confortável, bem acabado (apesar de ser fire)dá para ir a qualquer lugar (não chama a atenção de ladrões - principalmente por ser modelo 3 portas), seguro barato, suspensão mais alta e firme que os concorrentes, anda em estrada de terra e barro melhor que um Ecosport, bom desempenho para um 1.0 mesmo carregado (uso misto). Se for meio maluco dá para encher o saco de gol 1.8 na estrada!"
"Pros";"aceleração, estabilidade, consumo"
"Pros";"ALÉM DO MOTOR FIRE FLEX, ELE É econômico, boa suspensão,ótimo Câmbio,boa visibilidade, confortável E DE BOA APARÊNCIA EM QUALQUER AMBIENTE."
"Pros";"Maciez, Torque do Motor, Pouco Ruído interno, òtima direção hidráulica, bons freios."
"Pros";"Carro confortavel, estavel, baixa manutenção e preço bom"
"Pros";"Um Otimo carro, bonito, economico,bem revestido, barato com o seguro barato, enfim um otimo carro ."
"Pros";"frei"
"Pros";"Adorei o motor e a suspensão!"
"Pros";"Ótima posição de dirigir,um carro muito bonito,o meu é branco personalizado,e chama muita atenção.Confortável,bom espaço interno,bom porta malas,não apresenta defeitos,este é meu segundo pálio,nunca tive problemas."
"Pros";"Bom acabamento, se comparado aos concorrentes diretos, boa posição de dirigir, ótimo acerto de suspensão, design e revenda."
"Pros";"Espaço interno, projeto robusto, sem ruídos, manutenção zero desde que se faça tudo certinho conforme fabricante manda, manutenção barata e seguro barato."
"Pros";"Estilo, bom valor de mercado, mecânica confiável"
"Pros";"Baixo ruído do motor, mesmo em giro elevado não é muito ouvido no interior da cabine."
"Pros";"bonitinh"
"Pros";"Designer muito bonito, espaço interno bom, conforto ao dirigir em estradas,facil manuseio do painel de controles um bom carro no geral."
"Pros";"O veiculo citado acima é um ótimo carro para quem deseja agilidade no transito, um veiculo arrojado com motor de 106 cv e apesar disto nao é beberrao, recomendo o veiculo para estes tipos de pessoas."
"Pros";"há 4 anos com o carro só faço as revisoes normais, troca de oleo, filtros ar, combustivel, oleo, liq. arrefecimento, correia e tensor e alinhamento... uma revisão basica a cada 10000 km = R$190 reais incluindo alinh. e balanc.agora com 91000km nenhuma ida ao mecanico, está bom? o consumo pelo menos o meu é excelente faço na cidade 9,5km\l alcool e 14 na gasolina e na estrada 12,5km\l no alcool e 17,5 na gasolina, tudo isso sem arcondicionado e 90km/h é claro. Meço o consumo desde a compra e este não se alterou com o tempo. Carroceria com peq. ponto de ferrugem na tampa da mala...mas já corrigido. Posição de dirigir muito boa, já rodei 1100 em um dia sem cansaço fisico."
"Pros";"Não da problema, faz 2 anos que tenho e o carro nunca deu problema fora uma luz que queima e outra besteira, e olha que é um carro que roda muuuito mesmo 80 mil km por ano. o consumo fica entre 9 e 10 km por litro pois eu ando tambem de pe em baixo."
"Pros";"Para um carrinho 1000, não deve em nada. Mantém a média de velocidade 120km/h sem muitos ruídos dentro do carro. Confortável para viajar e andar na cidade."
"Pros";"Boa retomada, mesmo com o carro lotado mecânica robusta, andando com decência e com manutenção em dia, não te deixa na mão pouco ruído interno, mesmo para um carro dessa época, ainda mais rodando nas ruas abandonadas de Joinville consome praticamente o mesmo que 1.0."
"Pros";"consumo, retomada, estabilidade, manutenção zero"
"Pros";"Baixo consumo, custo benefício excelente se comparado a outros do mesmo nível. Assistencia técnica é barata, as peças são baratas."
"Pros";"Dentre 3 carros que tive, todos 1.0, este sem dúvida é o que mais corresponde nas arrancadas. Bom custo benefício, em quase três anos com ele só levei para troca de óleo e fitro, não me dá dor de cabeça. O preço de revenda hoje está praticamente o mesmo valor que comprei."
"Pros";"...pega 150km facinho. boa aceleração p ultrapassagem.economia no alcool. 9km por litro circuito misto."
"Pros";"A suspensão é ótima, quase nunca dá problema, ou seja, bem adptada às nossas esburacadas estradas. Tem um visual bonito. O ar condicionado, apesar de em um carro 1.0, gela bem."
"Pros";"Posição de dirigir, acabamento das portas, direção, conforto, economia."
"Pros";"É um carro barato e super resistente, parece um jipe ou fusca melhorado. Não dá o minimo problema ou defeito. Carrocaria ótima não tem um ferrugem já com 14 anos! Não espere nenhum conforto ou grande desempenho, o carro não foi feito para isso. Mas a impressão é que ele vai até a china sem o menor problema e manutenção baratíssima e peças em quelquer lugar e baratas. Suspensão boa e alta."
"Pros";"Carro com boa visão para dirigir, bem silencioso no seu interior bom espaço interno por ser um hatch muito macio eu acho o mais macio da categoria supera até o gol em comforto"
